customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7051-Alpha-499,Female,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,16.66,1149.54,No
2929-Beta-500,Female,1,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,58.26,2097.36,No
3999-Gamma-501,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,90.24,4241.28,Yes
3269-Gamma-502,Female,1,No,Yes,34,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.44,2428.96,Yes
5544-Gamma-503,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,123.62,2966.88,No
5504-Alpha-504,Male,1,Yes,No,58,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.11,4356.38,Yes
9649-Beta-505,Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),117.02,1170.2,Yes
3772-Alpha-506,Female,0,Yes,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.64,1176.48,Yes
6243-Alpha-507,Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.89,1293.03,No
4874-Beta-508,Female,0,No,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,71.97,3670.47,No
5409-Gamma-509,Male,0,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),61.86,4082.76,No
8401-Alpha-510,Male,1,No,Yes,13,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.46,1019.98,No
3644-Gamma-511,Male,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),45.3,3125.7,No
4454-Gamma-512,Female,1,No,No,44,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,47.8,2103.2,No
1033-Gamma-513,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.55,4306.35,No
7166-Gamma-514,Female,1,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),109.04,3598.32,No
4137-Alpha-515,Female,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.29,2107.25,Yes
5544-Gamma-516,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.78,4689.0,No
8437-Alpha-517,Female,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,432.0,Yes
9491-Beta-518,Female,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,93.18,5218.08,No
1415-Gamma-519,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,87.55,4552.6,No
6477-Beta-520,Male,0,No,Yes,39,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,87.68,3419.52,No
2401-Alpha-521,Male,1,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.31,3155.84,No
5939-Gamma-522,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),103.4,4963.2,No
8605-Beta-523,Male,1,Yes,No,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),83.22,1997.28,No
6822-Beta-524,Female,1,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.93,1614.69,No
6106-Gamma-525,Female,1,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,100.38,5119.38,Yes
9308-Gamma-526,Male,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),97.87,5284.98,Yes
7859-Beta-527,Male,0,No,Yes,42,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),90.28,3791.76,No
6431-Gamma-528,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),113.04,4182.48,Yes
4185-Gamma-529,Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,104.97,2204.37,Yes
1352-Alpha-530,Female,0,Yes,Yes,16,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.01,928.16,Yes
3807-Gamma-531,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,100.26,2005.2,No
9773-Beta-532,Male,1,Yes,Yes,19,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),60.3,1145.7,No
9342-Beta-533,Female,1,Yes,No,56,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,68.8,3852.8,No
4325-Beta-534,Male,1,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,955.2,Yes
7129-Beta-535,Male,0,Yes,No,11,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),50.25,552.75,Yes
8086-Beta-536,Female,1,No,No,41,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,61.73,2530.93,No
5825-Gamma-537,Male,1,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.95,2459.85,Yes
5496-Alpha-538,Male,1,Yes,No,26,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,72.15,1875.9,Yes
4717-Gamma-539,Male,1,Yes,No,24,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),48.76,1170.24,Yes
8372-Gamma-540,Male,1,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.67,1878.45,Yes
9808-Beta-541,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.56,1512.96,No
2779-Beta-542,Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),122.45,6979.65,Yes
4373-Alpha-543,Female,0,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,17.45,575.85,No
6353-Beta-544,Female,0,Yes,Yes,50,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.59,3529.5,No
8778-Alpha-545,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),105.31,4633.64,No
8580-Gamma-546,Male,0,No,No,46,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),62.63,2880.98,No
7302-Gamma-547,Male,0,No,Yes,45,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.2,3429.0,Yes
2253-Alpha-548,Female,1,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.04,2269.12,Yes
7542-Alpha-549,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.24,959.64,Yes
3297-Beta-550,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,120.56,3496.24,Yes
8219-Beta-551,Male,0,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.15,886.6,Yes
7399-Gamma-552,Female,1,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.86,2309.46,No
7138-Alpha-553,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,48.64,1410.56,No
2035-Alpha-554,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.25,992.25,No
6286-Gamma-555,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),120.48,4457.76,No
1196-Beta-556,Male,1,Yes,Yes,25,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,51.78,1294.5,No
9784-Gamma-557,Male,1,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,696.6,No
3872-Gamma-558,Female,1,Yes,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.17,5424.69,No
8020-Alpha-559,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),91.31,3104.54,No
6385-Alpha-560,Female,1,Yes,No,65,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.01,4485.65,No
4644-Gamma-561,Female,1,Yes,No,55,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.08,5724.4,No
3845-Gamma-562,Male,0,Yes,No,53,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),82.09,4350.77,Yes
5675-Gamma-563,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,83.62,1337.92,No
8897-Alpha-564,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),87.87,2460.36,Yes
2178-Beta-565,Male,1,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.05,540.6,No
9051-Beta-566,Female,1,No,No,26,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,84.55,2198.3,No
8148-Beta-567,Female,1,No,Yes,14,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,57.15,800.1,No
5281-Gamma-568,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.12,689.92,No
7297-Beta-569,Male,0,No,Yes,42,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),66.52,2793.84,No
3338-Beta-570,Male,1,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,94.44,5383.08,Yes
3890-Beta-571,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.28,2646.16,Yes
7697-Beta-572,Male,0,Yes,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.09,3483.6,Yes
2651-Alpha-573,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.69,6166.92,No
7074-Gamma-574,Female,1,Yes,No,17,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.85,1442.45,Yes
3275-Alpha-575,Male,1,Yes,No,15,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,58.66,879.9,Yes
6333-Gamma-576,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.42,3234.7,Yes
3094-Beta-577,Male,1,No,Yes,30,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.21,2736.3,No
8125-Gamma-578,Male,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),17.78,497.84,No
8803-Gamma-579,Male,0,No,Yes,30,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.39,2081.7,Yes
5244-Alpha-580,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.48,2351.36,No
2013-Gamma-581,Male,1,No,No,35,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,85.87,3005.45,No
5863-Alpha-582,Female,1,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.41,1090.43,No
9230-Gamma-583,Male,1,No,Yes,10,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,84.44,844.4,No
3933-Beta-584,Female,1,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),16.69,884.57,No
8756-Beta-585,Female,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.54,657.28,Yes
2594-Alpha-586,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1006.5,Yes
6934-Gamma-587,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.87,5422.02,No
3434-Gamma-588,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),76.56,2296.8,No
8292-Beta-589,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),109.49,4489.09,No
8105-Beta-590,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.99,2210.33,No
9788-Gamma-591,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,118.3,2720.9,No
3641-Alpha-592,Female,0,Yes,Yes,29,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.21,2297.09,No
9750-Beta-593,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,116.28,4186.08,No
4539-Gamma-594,Female,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.86,854.92,No
3675-Beta-595,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.29,4055.63,Yes
8104-Beta-596,Male,0,Yes,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,77.12,3624.64,No
4698-Beta-597,Male,0,No,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.44,1451.24,No
3879-Gamma-598,Female,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.07,2093.87,No
9711-Gamma-599,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),105.54,4960.38,Yes
8500-Alpha-600,Female,1,No,No,13,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,44.53,578.89,No
2302-Alpha-601,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),88.9,2667.0,No
1227-Gamma-602,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),94.61,946.1,No
1834-Beta-603,Female,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,85.12,3404.8,Yes
1036-Gamma-604,Female,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),68.09,612.81,Yes
2755-Alpha-605,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),108.24,6494.4,No
1113-Alpha-606,Female,0,No,No,33,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),71.07,2345.31,No
3651-Alpha-607,Female,1,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,83.77,4104.73,No
3626-Gamma-608,Male,1,No,Yes,28,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,39.26,1099.28,Yes
2767-Alpha-609,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.05,3824.1,No
2353-Beta-610,Male,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,76.69,3604.43,No
4091-Gamma-611,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.46,428.12,No
4148-Alpha-612,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,70.66,1130.56,Yes
9353-Beta-613,Male,1,Yes,No,26,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,71.66,1863.16,Yes
1008-Alpha-614,Female,0,No,No,24,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),69.71,1673.04,Yes
2827-Alpha-615,Male,0,No,No,38,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.56,2985.28,Yes
2971-Alpha-616,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.1,2015.9,No
5137-Gamma-617,Female,1,No,Yes,58,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),59.76,3466.08,No
1744-Gamma-618,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,98.26,6190.38,No
3621-Gamma-619,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.37,3053.02,No
5781-Alpha-620,Male,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.9,1404.8,No
1022-Gamma-621,Female,1,No,Yes,44,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,63.8,2807.2,No
5582-Alpha-622,Female,0,Yes,No,56,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,58.31,3265.36,Yes
8308-Alpha-623,Female,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.51,1491.69,Yes
1344-Beta-624,Male,0,No,Yes,55,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.6,4818.0,Yes
2633-Beta-625,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,48.28,1593.24,Yes
5385-Alpha-626,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.53,1603.08,Yes
8279-Alpha-627,Female,1,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.22,1832.36,No
1347-Alpha-628,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),113.94,5810.94,No
4700-Gamma-629,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.77,1289.79,Yes
6854-Alpha-630,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),105.45,6959.7,No
6707-Alpha-631,Female,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.28,833.04,Yes
6247-Alpha-632,Female,1,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),107.57,5163.36,No
6231-Beta-633,Female,1,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.61,1749.96,Yes
9144-Gamma-634,Female,0,No,Yes,22,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.55,1662.1,Yes
8764-Alpha-635,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,108.83,2829.58,No
2920-Gamma-636,Male,1,Yes,No,30,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.95,2248.5,No
3314-Alpha-637,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,94.82,3603.16,No
5698-Alpha-638,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.86,942.06,No
8443-Gamma-639,Female,1,Yes,No,41,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.06,3282.46,No
4009-Gamma-640,Male,1,No,No,47,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.96,2818.12,No
2710-Alpha-641,Female,1,Yes,Yes,65,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.08,4230.2,No
1530-Alpha-642,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.78,1576.74,No
6056-Alpha-643,Female,1,No,Yes,11,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,47.89,526.79,No
1388-Gamma-644,Female,1,Yes,No,19,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.45,1908.55,No
8331-Alpha-645,Female,1,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,105.47,1898.46,Yes
6071-Gamma-646,Male,1,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.14,886.16,No
3645-Alpha-647,Female,1,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.17,2439.18,Yes
8753-Beta-648,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.42,3349.84,No
2367-Gamma-649,Female,1,No,Yes,42,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.24,3790.08,No
4654-Beta-650,Female,0,No,No,56,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,66.69,3734.64,No
7578-Beta-651,Male,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.79,680.01,No
8447-Alpha-652,Male,1,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.9,2108.8,Yes
4465-Alpha-653,Female,1,No,Yes,19,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,77.24,1467.56,No
5250-Alpha-654,Male,0,No,No,34,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),70.09,2383.06,Yes
6811-Gamma-655,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.09,2697.21,No
3465-Beta-656,Male,1,No,Yes,33,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.87,2008.71,Yes
4074-Beta-657,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),100.13,2503.25,Yes
8471-Beta-658,Female,1,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.63,2173.64,Yes
7251-Beta-659,Female,1,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),45.92,642.88,No
2698-Beta-660,Male,1,Yes,No,52,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.17,4532.84,Yes
6744-Beta-661,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.59,2183.53,No
6036-Beta-662,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.75,2645.5,No
4156-Gamma-663,Female,0,No,Yes,36,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.56,2972.16,Yes
